,restaurent,online_order,book_table,rating,votes,location,rest_type,food_type,cost,type,city
12049,Home Treat,Yes,No,3.1,7,Brigade Road,Quick Bites,North Indian,150,Delivery,Church Street
12050,Gowdru Hotel,Yes,No,3.9,200,Indiranagar,Quick Bites,"South Indian, Biryani",400,Delivery,Church Street
12051,Rotti Mane,Yes,No,3.6,21,Indiranagar,Quick Bites,South Indian,200,Delivery,Church Street
12052,3 Spice,Yes,No,3.9,157,Wilson Garden,Casual Dining,"North Indian, Chinese",450,Delivery,Church Street
12053,Tea Journey,Yes,No,3.8,71,Indiranagar,Cafe,Cafe,500,Delivery,Church Street
12054,Ooty Chocolates,Yes,No,3.5,17,Residency Road,Dessert Parlor,Desserts,300,Delivery,Church Street
12055,Sri Udupi Park,Yes,No,3.8,106,Residency Road,Quick Bites,"South Indian, Chinese",200,Delivery,Church Street
12056,Nawab's Kolkatta Roll,Yes,No,3.4,4,Brigade Road,Kiosk,"Street Food, Rolls",150,Delivery,Church Street
12057,Sunny Side Bistro,Yes,No,3.8,362,Frazer Town,Cafe,"Cafe, Continental",700,Delivery,Church Street
12058,BOX8- Desi Meals,Yes,No,4.3,291,Residency Road,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,Delivery,Church Street
12059,Carnival de Goa,Yes,Yes,4.2,982,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza",1000,Delivery,Church Street
12060,INDULGE by InnerChef,Yes,No,3.5,27,Indiranagar,Bakery,"Desserts, Bakery",400,Delivery,Church Street
12061,Kumbakonam Degree Coffee,Yes,No,3.8,66,Indiranagar,Quick Bites,"South Indian, Fast Food",200,Delivery,Church Street
12062,The Brekkie Shop,Yes,No,3.5,64,MG Road,Takeaway,"Healthy Food, Sandwich",300,Delivery,Church Street
12063,Ramana's,Yes,Yes,4.0,378,Cunningham Road,Casual Dining,"North Indian, Chinese, Healthy Food",850,Delivery,Church Street
12064,Bon Sante,Yes,No,3.6,104,Brigade Road,Cafe,"Cafe, Continental, Italian",800,Delivery,Church Street
12065,EatWater,Yes,No,4.2,121,Lavelle Road,"Casual Dining, Bar",North Eastern,1000,Delivery,Church Street
12066,Kadamba Foodline,Yes,No,3.7,30,Ulsoor,Quick Bites,"Chinese, North Indian, South Indian, Street Food",400,Delivery,Church Street
12067,Mamma Mexicana,Yes,Yes,2.2,406,MG Road,Casual Dining,Mexican,1000,Delivery,Church Street
12068,CafMH-28,Yes,No,3.4,9,Shivajinagar,Cafe,Cafe,300,Delivery,Church Street
12069,The Konkan - Seafood Restaurant,Yes,Yes,4.4,218,St. Marks Road,Casual Dining,"Seafood, Konkan, Mangalorean",850,Delivery,Church Street
12070,Utse Kitchen,Yes,No,4.2,174,Commercial Street,Casual Dining,"Nepalese, Tibetan, Momos",800,Delivery,Church Street
12071,Chung Wah,Yes,No,3.9,194,Frazer Town,Casual Dining,"Chinese, Thai, Momos, Vietnamese",800,Delivery,Church Street
12072,The Souk,Yes,No,3.7,66,Ulsoor,Cafe,"Cafe, Mediterranean, Italian, Pizza, Continental",800,Delivery,Church Street
12073,Dindigul Thalappakatti,Yes,No,3.7,0,MG Road,Casual Dining,"Biryani, Chinese, North Indian, South Indian",800,Delivery,Church Street
12074,The Coffee Bean & Tea Leaf,Yes,No,3.8,260,MG Road,Cafe,Cafe,700,Delivery,Church Street
12075,20 Feet High,Yes,Yes,4.0,933,Church Street,"Casual Dining, Bar","American, Continental, Steak, Salad",1000,Delivery,Church Street
12076,Chetty's Coffee,Yes,No,3.7,18,MG Road,Quick Bites,South Indian,200,Delivery,Church Street
12077,Indira Darshini,Yes,No,3.6,27,Frazer Town,Quick Bites,"South Indian, Chinese",200,Delivery,Church Street
12078,Kenny's Restaurant,Yes,No,3.6,31,Frazer Town,Quick Bites,"Chinese, North Indian",450,Delivery,Church Street
12079,Funjabi,Yes,No,3.5,140,Church Street,Casual Dining,North Indian,600,Delivery,Church Street
12080,Kamat Restaurant,Yes,No,3.6,31,City Market,Casual Dining,"South Indian, North Indian, Chinese, Desserts, Juices",400,Delivery,Church Street
12081,Hotel Ramprasad,Yes,No,4.2,93,Brigade Road,Quick Bites,"South Indian, Chinese",300,Delivery,Church Street
12082,Chung Wah Express,Yes,No,2.8,94,Indiranagar,Casual Dining,"Chinese, Thai, Momos, Vietnamese",600,Delivery,Church Street
12083,Ganesh Food Joint,Yes,No,3.7,30,Frazer Town,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery,Church Street
12084,Sri Ayodhya Veg,Yes,No,3.6,24,Vasanth Nagar,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Church Street
12085,Kabab Nation Corner,Yes,No,3.5,75,Brigade Road,Quick Bites,"Chinese, Arabian, Fast Food",500,Delivery,Church Street
12086,Platter,Yes,No,2.9,25,Residency Road,Quick Bites,"Street Food, Juices",300,Delivery,Church Street
12087,Mummy Dhaba,Yes,No,3.2,46,Ulsoor,Quick Bites,North Indian,300,Delivery,Church Street
12088,A2B - Adyar Ananda Bhavan,Yes,No,2.9,22,Ulsoor,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Delivery,Church Street
12089,Atty's Bakery,Yes,No,4.0,73,Frazer Town,Bakery,Bakery,250,Delivery,Church Street
12090,Tasty King,Yes,No,3.4,8,RT Nagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Church Street
12093,Ramji Chaiwale,Yes,No,3.7,43,Ulsoor,Quick Bites,"Beverages, Fast Food",250,Delivery,Church Street
12094,L'inoui,Yes,No,4.1,33,Cunningham Road,Dessert Parlor,Desserts,400,Delivery,Church Street
12095,YumYumSouth,Yes,No,3.5,38,Indiranagar,Delivery,South Indian,600,Delivery,Church Street
12096,Anna Kuteera,Yes,No,3.8,62,St. Marks Road,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery,Church Street
12097,Hotel Nisarga Grand,Yes,No,3.6,31,City Market,Casual Dining,"South Indian, North Indian, Chinese",500,Delivery,Church Street
12098,Shree Sadguru Refreshment,No,No,3.2,4,Ulsoor,Quick Bites,"South Indian, Chinese",400,Delivery,Church Street
12099,Oye Amritsar,Yes,Yes,4.1,452,Church Street,Casual Dining,North Indian,600,Delivery,Church Street
12100,Shan Restaurant,Yes,No,3.0,20,Brigade Road,Quick Bites,"Kerala, Chinese, South Indian, North Indian",400,Delivery,Church Street
12101,Haldiram's Express,Yes,No,3.6,44,Brigade Road,Kiosk,North Indian,300,Delivery,Church Street
12102,Hotel Fine,Yes,No,3.5,24,Vasanth Nagar,Casual Dining,"North Indian, Chinese",450,Delivery,Church Street
12103,Red Lantern,Yes,No,3.7,161,Cunningham Road,Casual Dining,"Chinese, Thai",700,Delivery,Church Street
12104,Kaulige Millet Corner,Yes,No,4.0,32,Brigade Road,Quick Bites,"Healthy Food, South Indian",300,Delivery,Church Street
12105,Norsha Caffe,Yes,No,3.3,6,Commercial Street,Cafe,Cafe,400,Delivery,Church Street
12106,Chantilly,Yes,No,4.1,115,Indiranagar,"Cafe, Bakery","Cafe, Bakery",450,Delivery,Church Street
12107,Baahubelly,Yes,No,3.7,68,Brigade Road,Casual Dining,"South Indian, North Indian",500,Delivery,Church Street
12108,Thai House,Yes,No,4.2,127,Brigade Road,Casual Dining,Thai,700,Delivery,Church Street
12109,Qissa Khawani,Yes,No,4.4,319,Church Street,Casual Dining,"North Indian, Mughlai",800,Delivery,Church Street
12110,Lazio Steaks & More,Yes,No,3.9,119,Frazer Town,Casual Dining,"Continental, Chinese, Steak",1000,Delivery,Church Street
12111,Naachiyar's,Yes,No,3.9,117,Ulsoor,Casual Dining,Chettinad,600,Delivery,Church Street
12113,Hatti Punjab Di,Yes,No,2.8,20,Brigade Road,Casual Dining,"North Indian, Chinese",550,Delivery,Church Street
12114,Venkateshwara Foods,Yes,No,3.0,13,Residency Road,"Takeaway, Delivery","Street Food, South Indian",400,Delivery,Church Street
12115,SGS Non Veg - Gundu Pulav,Yes,No,3.9,55,St. Marks Road,Quick Bites,"Biryani, Fast Food",400,Delivery,Church Street
12117,Smokie Brownie,No,No,3.2,7,Brigade Road,Cafe,Cafe,600,Delivery,Church Street
12118,Foreign Caf,Yes,No,3.1,54,Indiranagar,Delivery,Continental,500,Delivery,Church Street
12119,Yauatcha Ptisserie,Yes,No,3.9,53,MG Road,Dessert Parlor,Desserts,600,Delivery,Church Street
12120,Eatato Snack Bar,Yes,No,3.3,11,Brigade Road,Casual Dining,"North Indian, Fast Food",400,Delivery,Church Street
12121,The Bong,Yes,No,3.1,38,Frazer Town,Quick Bites,"Bengali, North Indian",300,Delivery,Church Street
12123,World In A Bowl,Yes,No,2.8,34,Indiranagar,Delivery,"Continental, North Indian, Desserts, Beverages",600,Delivery,Church Street
12124,Magic Box,Yes,No,3.3,21,Indiranagar,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,Delivery,Church Street
12125,Classic Shop,Yes,No,3.3,6,Ulsoor,Beverage Shop,"Juices, Beverages",150,Delivery,Church Street
12126,Paratha Xpress,Yes,No,3.5,7,Ulsoor,Quick Bites,"North Indian, Chinese",200,Delivery,Church Street
12127,Hotel Rangoon,Yes,No,3.7,17,Ulsoor,Quick Bites,Burmese,300,Delivery,Church Street
12128,Quench & Crunch,Yes,No,3.6,21,Shanti Nagar,Beverage Shop,"Beverages, Fast Food",150,Delivery,Church Street
12129,Jars,Yes,No,3.8,28,Vasanth Nagar,Delivery,"Healthy Food, Beverages",650,Delivery,Church Street
12130,The Milkshake Theory,Yes,No,3.2,40,Lavelle Road,Beverage Shop,"Beverages, Fast Food",400,Delivery,Church Street
12131,Berrylicious Cafe,Yes,No,4.1,125,MG Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900,Delivery,Church Street
12132,Bhavani Sri,Yes,No,3.0,110,Indiranagar,Casual Dining,"Andhra, Biryani, Seafood",700,Delivery,Church Street
12133,Fatso's,Yes,No,3.8,72,Brigade Road,Cafe,"Cafe, American, Italian, Burger",650,Delivery,Church Street
12134,Masala Oota,Yes,No,3.6,79,Residency Road,Quick Bites,"South Indian, Biryani",500,Delivery,Church Street
12135,Lazeez Xpress,Yes,No,3.4,11,Vasanth Nagar,Quick Bites,"North Indian, Mughlai, Biryani",650,Delivery,Church Street
12136,Roll Er Dokaan,Yes,No,3.2,18,Brigade Road,Quick Bites,"Street Food, Rolls",300,Delivery,Church Street
12140,Siridhanya Upahara Darshini,Yes,No,3.4,5,Frazer Town,Casual Dining,South Indian,400,Delivery,Church Street
12141,Little White Kitchen,Yes,No,3.8,20,Brigade Road,Quick Bites,"Chinese, Continental, North Indian, Italian",200,Delivery,Church Street
12142,The Jungle Terrace,Yes,No,3.5,13,Brigade Road,Casual Dining,"Continental, Mexican, Lebanese",600,Delivery,Church Street
12143,Bubbles,Yes,No,3.7,21,Frazer Town,Cafe,Cafe,450,Delivery,Church Street
12144,Oh My Chaat,Yes,No,3.1,18,Frazer Town,Quick Bites,Street Food,300,Delivery,Church Street
12146,Caffe Maven,Yes,No,3.4,25,Residency Road,Quick Bites,"Chinese, North Indian",300,Delivery,Church Street
12147,Fruit Face,Yes,No,3.6,21,Indiranagar,"Quick Bites, Beverage Shop","Fast Food, Street Food, Beverages",300,Delivery,Church Street
12148,Penta Cafe,Yes,No,3.5,12,Frazer Town,Quick Bites,"Juices, Fast Food, Beverages",350,Delivery,Church Street
12149,Chels Cafe,Yes,No,3.5,20,Cunningham Road,Cafe,"Cafe, Burger",500,Delivery,Church Street
12151,Xian,Yes,Yes,3.8,81,Ulsoor,Casual Dining,"Chinese, Thai",800,Delivery,Church Street
12152,Delicacy,Yes,No,3.9,306,Frazer Town,Casual Dining,"Chinese, Thai, Momos",500,Delivery,Church Street
12153,Kaati Zone,Yes,No,3.1,163,Church Street,Quick Bites,"Fast Food, Biryani, Rolls",350,Delivery,Church Street
12154,Benjarong,Yes,No,4.2,858,Ulsoor,Casual Dining,"Thai, Asian",1800,Delivery,Church Street
12155,Tiger Trail - Ramada Hotel,Yes,Yes,4.0,188,Shivajinagar,"Casual Dining, Bar","North Indian, Lucknowi",1300,Delivery,Church Street
12156,Shyvan Restaurant,Yes,No,3.6,82,Shanti Nagar,Casual Dining,"North Indian, Chinese",500,Delivery,Church Street
12157,The French Loaf,Yes,No,2.8,142,Frazer Town,"Bakery, Quick Bites","Bakery, Desserts",300,Delivery,Church Street
12158,Ujwal Restaurant,Yes,No,3.9,134,Vasanth Nagar,Casual Dining,"Seafood, North Indian, Chinese",550,Delivery,Church Street
12159,Cafe Idly,Yes,No,3.7,81,Frazer Town,Quick Bites,"South Indian, Fast Food",200,Delivery,Church Street
12160,Raaga,Yes,Yes,3.8,298,Indiranagar,Casual Dining,"North Indian, Chinese, Continental",1200,Delivery,Church Street
12161,The Grill House,Yes,Yes,4.1,765,Ulsoor,"Casual Dining, Bar","American, Mexican, Italian, Steak",1200,Delivery,Church Street
12162,The Oriental Spice - Ashraya Hotel,Yes,No,3.9,158,Infantry Road,Casual Dining,"Chinese, Thai, Indonesian",1300,Delivery,Church Street
12163,PinxRoyal Orchid Central,Yes,Yes,3.8,198,MG Road,Casual Dining,"Italian, European",1600,Delivery,Church Street
12164,Shezan,Yes,No,4.1,391,Cunningham Road,Casual Dining,"Chinese, Continental, North Indian, Mughlai, Steak",600,Delivery,Church Street
12165,Woodstok,Yes,Yes,4.1,1053,Indiranagar,"Takeaway, Delivery","Continental, Italian, Steak, American",1400,Delivery,Church Street
12166,Siddique Kabab Centre,Yes,No,3.9,430,Frazer Town,Casual Dining,"Mughlai, Kebab, Chinese",550,Delivery,Church Street
12167,Parika Multicuisine Restaurant,Yes,Yes,3.8,203,Richmond Road,Casual Dining,"North Indian, Chinese, Mughlai",1200,Delivery,Church Street
12168,Cookie Man,Yes,No,3.4,36,Brigade Road,Dessert Parlor,Bakery,150,Delivery,Church Street
12169,Aromas Of South,Yes,No,3.7,46,Race Course Road,Casual Dining,South Indian,1000,Delivery,Church Street
12170,Pizza Stop,Yes,No,3.5,73,Lavelle Road,Kiosk,"Pizza, Italian",600,Delivery,Church Street
12171,Hotel Chandrika,Yes,No,3.8,207,Cunningham Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Delivery,Church Street
12172,Crescent Avenue - Hotel Bangalore International,Yes,No,3.6,41,Race Course Road,Casual Dining,"North Indian, Continental, Chinese, Asian, Thai",1400,Delivery,Church Street
12173,Fat Buddha,Yes,Yes,4.0,456,Cunningham Road,Casual Dining,"Chinese, Thai",1000,Delivery,Church Street
12174,Sagar Delicacy,Yes,No,3.9,87,Ulsoor,Casual Dining,"North Indian, Chinese, Fast Food, Street Food",500,Delivery,Church Street
12175,Kudla - Hotel Ramanashree,Yes,Yes,4.1,354,Richmond Road,Casual Dining,"South Indian, Andhra, Chinese",1200,Delivery,Church Street
12176,Akshaya Sambrama Veg Restaurant,Yes,No,3.2,13,Vasanth Nagar,Quick Bites,"South Indian, Chinese",200,Delivery,Church Street
12177,South Inn,Yes,No,3.1,24,Frazer Town,Quick Bites,South Indian,150,Delivery,Church Street
12178,Chowmein,Yes,No,4.0,279,Seshadripuram,Casual Dining,"North Indian, Chinese, Thai, Momos",600,Delivery,Church Street
12179,Srinidhi Sagar Food Line,Yes,No,3.7,129,Indiranagar,Quick Bites,"South Indian, North Indian, Chinese",40,Delivery,Church Street
12180,Curries And Pickles,Yes,No,3.8,77,Indiranagar,Quick Bites,"Andhra, North Indian, Biryani",250,Delivery,Church Street
12181,Munchies,Yes,No,3.9,65,Brigade Road,"Quick Bites, Bakery","Fast Food, Bakery",250,Delivery,Church Street
12182,Charminar Kabab Paradise,Yes,No,4.0,104,Frazer Town,Casual Dining,"North Indian, Chinese, Mughlai, Kebab",500,Delivery,Church Street
12183,Deccan Spices,Yes,No,3.7,23,Richmond Road,Quick Bites,"Biryani, Mughlai, Fast Food",500,Delivery,Church Street
12185,Ambur Hot Dum Biryani,No,No,3.2,6,Ulsoor,Quick Bites,Biryani,300,Delivery,Church Street
12186,Chichaba's Taj,Yes,No,3.9,443,Frazer Town,Casual Dining,"Biryani, North Indian, Mughlai",600,Delivery,Church Street
12187,Pai Vihar,Yes,No,2.8,56,Vasanth Nagar,Quick Bites,"South Indian, Street Food, Chinese, Fast Food",400,Delivery,Church Street
12188,Juice Shop,Yes,No,3.3,11,Brigade Road,Quick Bites,"Street Food, Beverages",200,Delivery,Church Street
12189,Pind Balluchi,Yes,Yes,4.0,1022,Brigade Road,Casual Dining,"North Indian, Mughlai",700,Delivery,Church Street
12190,The Chariot,Yes,No,2.9,50,Brigade Road,Quick Bites,"South Indian, North Indian, Chinese",350,Delivery,Church Street
12191,Cafe Cerrise,Yes,No,3.8,96,Ulsoor,Cafe,"Cafe, Continental, Salad",600,Delivery,Church Street
12192,Allana Kabab,Yes,No,3.3,4,Richmond Road,Quick Bites,North Indian,200,Delivery,Church Street
12193,Mount View Fast Food,Yes,No,3.3,4,Vasanth Nagar,Takeaway,"Fast Food, Street Food",100,Delivery,Church Street
12195,Pooja Veg,Yes,No,3.1,9,Frazer Town,Quick Bites,South Indian,100,Delivery,Church Street
12197,Sangam Sweets,Yes,No,3.1,26,Seshadripuram,Sweet Shop,"Mithai, Street Food",200,Delivery,Church Street
12199,Banjara Melting Pot,Yes,Yes,4.2,475,Cunningham Road,Casual Dining,"North Indian, Chinese, Seafood",1700,Delivery,Church Street
12200,Sri Rama,No,No,3.2,4,Shivajinagar,Quick Bites,South Indian,200,Delivery,Church Street
12201,Chaitanya Veg,Yes,No,3.2,5,Shivajinagar,Quick Bites,South Indian,300,Delivery,Church Street
12202,Taj Hotel,Yes,No,3.7,110,Shivajinagar,Casual Dining,"North Indian, Chinese",550,Delivery,Church Street
12203,Cool Corner Arun Ice Cream,No,No,3.5,8,Frazer Town,Dessert Parlor,"Desserts, Ice Cream",200,Delivery,Church Street
12204,Shaadi Ki Biryani,Yes,No,2.8,296,Commercial Street,Casual Dining,Biryani,600,Delivery,Church Street
12206,Bangalore Mandarin,Yes,No,4.2,974,Indiranagar,Casual Dining,"Chinese, Seafood",1100,Delivery,Church Street
12207,Chung Shan Chinese Restaurant,No,No,3.7,32,Ejipura,Quick Bites,"Chinese, Momos",500,Delivery,Church Street
12208,Arina's,No,No,3.3,5,Frazer Town,Quick Bites,"Fast Food, Chinese",250,Delivery,Church Street
12209,Daily Bite,Yes,No,3.5,14,Richmond Road,Quick Bites,"Desserts, Fast Food",250,Delivery,Church Street
12210,Foodhall,Yes,No,4.0,113,MG Road,Casual Dining,"Italian, Bakery, Fast Food",1000,Delivery,Church Street
12212,Kartik's Mithai Shoppe,Yes,No,4.1,110,Indiranagar,"Quick Bites, Sweet Shop","Mithai, Street Food",150,Delivery,Church Street
12213,Desi Vdesi,Yes,No,3.9,202,Church Street,Quick Bites,"Fast Food, North Indian, Rolls",250,Delivery,Church Street
12214,Taipan,Yes,No,3.5,126,Frazer Town,Casual Dining,"Chinese, Momos",700,Delivery,Church Street
12215,UBCR,Yes,No,3.3,5,Indiranagar,"Cafe, Quick Bites","Italian, American, Chinese, Arabian, North Indian, Cafe",350,Delivery,Church Street
12216,The Adukkala Restaurant,Yes,No,3.6,41,Brigade Road,Casual Dining,Kerala,500,Delivery,Church Street
12217,The Good Grain,Yes,No,4.1,54,Residency Road,Casual Dining,"Healthy Food, North Indian, South Indian",400,Delivery,Church Street
12218,Debby's Kitchen,Yes,No,3.6,16,Frazer Town,Quick Bites,"Modern Indian, American, Chinese",250,Delivery,Church Street
12220,New Kudla Family Resturant,Yes,No,3.2,4,MG Road,Quick Bites,"North Indian, Chinese",450,Delivery,Church Street
12222,Brownie Heaven,Yes,No,4.2,34,Cunningham Road,Dessert Parlor,"Desserts, Fast Food",300,Delivery,Church Street
12223,Gelato Italiano,Yes,No,3.2,4,Kammanahalli,"Dessert Parlor, Bakery","Ice Cream, Desserts, Bakery",200,Delivery,Church Street
12224,Bhandary's Kitchen,Yes,No,3.6,16,Koramangala 7th Block,Delivery,North Indian,300,Delivery,Church Street
12233,The Wok Shop,Yes,No,3.4,7,Ulsoor,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Delivery,Church Street
12237,Durga Sagar,Yes,No,3.3,8,Shanti Nagar,Quick Bites,South Indian,150,Delivery,Church Street
12238,Happy Fillings,Yes,No,3.4,8,Ulsoor,Quick Bites,Chinese,300,Delivery,Church Street
12239,Marathi Biriyani House,Yes,No,3.3,6,Frazer Town,Quick Bites,"South Indian, Biryani",300,Delivery,Church Street
12240,Meenu Oota Da Maane,Yes,No,3.2,23,Brigade Road,Casual Dining,"Seafood, Mangalorean, Chinese",700,Delivery,Church Street
12241,Kareem's,Yes,No,3.6,32,Frazer Town,Quick Bites,"North Indian, Mughlai",700,Delivery,Church Street
12245,Masale Daan,Yes,No,3.2,5,Richmond Road,Delivery,North Indian,350,Delivery,Church Street
12247,Corner House Ice Cream,Yes,No,4.4,635,Residency Road,Dessert Parlor,"Ice Cream, Desserts",400,Delivery,Church Street
12251,Kenz Karam,Yes,No,3.5,10,Frazer Town,"Takeaway, Delivery","Desserts, Beverages",300,Delivery,Church Street
12254,Tea Break Lounge,Yes,No,3.3,5,Brigade Road,Quick Bites,"Beverages, Fast Food",400,Delivery,Church Street
12256,Sai Super Sandwich,Yes,No,3.3,0,Banashankari,Quick Bites,"Sandwich, Beverages",200,Delivery,Church Street
12257,Indian Spice Food,Yes,No,3.7,24,Ulsoor,Quick Bites,"North Indian, Chinese",300,Delivery,Church Street
12259,Royanna Military Canteen,Yes,No,3.7,0,Brigade Road,Quick Bites,"South Indian, Biryani",200,Delivery,Church Street
12260,KKR FOODIES,Yes,Yes,3.1,59,St. Marks Road,Quick Bites,"Biryani, Chinese, Fast Food, North Indian",400,Delivery,Church Street
